num_teste,caso,tenure,max_iter,sol_ini,iter_sem_mod,tempo,custo,gap
36,A-n80-k10.vrp,25,100,Savings,100,43.459710359573364,1862.0,0.056154
37,A-n80-k10.vrp,25,100,Savings,100,41.0878541469574,1930.0,0.094725
38,A-n80-k10.vrp,25,100,Savings,100,42.50702238082886,1930.0,0.094725
39,A-n80-k10.vrp,25,100,Savings,100,43.748825550079346,1864.0,0.057289
40,A-n80-k10.vrp,25,500,Savings,500,178.5698630809784,1945.0,0.103233
41,A-n80-k10.vrp,25,500,Savings,500,174.745050907135,1908.0,0.082246
42,A-n80-k10.vrp,25,500,Savings,500,173.00750994682312,1957.0,0.11004
43,A-n80-k10.vrp,25,500,Savings,500,176.5616011619568,1874.0,0.062961
44,A-n80-k10.vrp,25,500,Savings,500,175.21711611747742,1918.0,0.087918
45,A-n80-k10.vrp,40,10,Savings,10,14.341634035110474,1877.0,0.064663
46,A-n80-k10.vrp,40,10,Savings,10,12.829330682754517,1853.0,0.051049
47,A-n80-k10.vrp,40,10,Savings,10,10.632770538330078,1922.0,0.090187
48,A-n80-k10.vrp,40,10,Savings,10,10.886205673217773,1928.0,0.09359
49,A-n80-k10.vrp,40,10,Savings,10,10.171067953109741,1936.0,0.098128
50,A-n80-k10.vrp,40,100,Savings,100,53.43584179878235,1910.0,0.083381
51,A-n80-k10.vrp,40,100,Savings,100,53.40096569061279,1925.0,0.091889
52,A-n80-k10.vrp,40,100,Savings,100,42.38846492767334,1913.0,0.085082
53,A-n80-k10.vrp,40,100,Savings,100,48.73961615562439,1876.0,0.064095
54,A-n80-k10.vrp,40,100,Savings,100,42.98370623588562,1902.0,0.078843
55,A-n80-k10.vrp,40,500,Savings,500,190.12646985054016,1934.0,0.096994
56,A-n80-k10.vrp,40,500,Savings,500,176.44247198104858,1897.0,0.076007
57,A-n80-k10.vrp,40,500,Savings,500,190.67070126533508,1933.0,0.096427
58,A-n80-k10.vrp,40,500,Savings,500,175.95607256889343,1930.0,0.094725
59,A-n80-k10.vrp,40,500,Savings,500,186.1072292327881,1862.0,0.056154
60,A-n80-k10.vrp,5,10,Random,10,32.18215847015381,2134.0,0.210437
61,A-n80-k10.vrp,5,10,Random,10,31.961751222610474,2220.0,0.259217
62,A-n80-k10.vrp,5,10,Random,10,33.621593713760376,2164.0,0.227453
63,A-n80-k10.vrp,5,10,Random,10,28.395418882369995,2241.0,0.271129
64,A-n80-k10.vrp,5,10,Random,10,27.992323637008667,2206.0,0.251276
65,A-n80-k10.vrp,5,100,Random,100,68.57292652130127,2185.0,0.239365
66,A-n80-k10.vrp,5,100,Random,100,62.73471689224243,2157.0,0.223483
67,A-n80-k10.vrp,5,100,Random,100,65.36678433418274,2204.0,0.250142
68,A-n80-k10.vrp,5,100,Random,100,57.56804442405701,2311.0,0.310834
69,A-n80-k10.vrp,5,100,Random,100,70.42591571807861,2195.0,0.245037
70,A-n80-k10.vrp,5,500,Random,500,216.83960366249084,2105.0,0.193988
71,A-n80-k10.vrp,5,500,Random,500,191.18454837799072,2210.0,0.253545
72,A-n80-k10.vrp,5,500,Random,500,194.46047472953796,2285.0,0.296086
73,A-n80-k10.vrp,5,500,Random,500,190.4390914440155,2366.0,0.342031
74,A-n80-k10.vrp,5,500,Random,500,205.50423765182495,2200.0,0.247873
75,A-n80-k10.vrp,10,10,Random,10,30.055015802383423,2117.0,0.200794
76,A-n80-k10.vrp,10,10,Random,10,36.24681782722473,2208.0,0.252411
77,A-n80-k10.vrp,10,10,Random,10,29.491363763809204,2207.0,0.251843
78,A-n80-k10.vrp,10,10,Random,10,35.02716326713562,2278.0,0.292116
79,A-n80-k10.vrp,10,10,Random,10,38.98781204223633,2192.0,0.243335
80,A-n80-k10.vrp,10,100,Random,100,62.56646180152893,2197.0,0.246171
81,A-n80-k10.vrp,10,100,Random,100,57.05334782600403,2298.0,0.30346
82,A-n80-k10.vrp,10,100,Random,100,59.34780550003052,2185.0,0.239365
83,A-n80-k10.vrp,10,100,Random,100,62.92245292663574,2246.0,0.273965
84,A-n80-k10.vrp,10,100,Random,100,65.29480195045471,2117.0,0.200794
85,A-n80-k10.vrp,10,500,Random,500,257.61671471595764,2155.0,0.222348
86,A-n80-k10.vrp,10,500,Random,500,196.5337200164795,2212.0,0.25468
87,A-n80-k10.vrp,10,500,Random,500,188.28009295463562,2334.0,0.32388
88,A-n80-k10.vrp,10,500,Random,500,195.5456850528717,2220.0,0.259217
89,A-n80-k10.vrp,10,500,Random,500,202.454975605011,2181.0,0.237096
90,A-n80-k10.vrp,25,10,Random,10,37.63689827919006,2161.0,0.225752
91,A-n80-k10.vrp,25,10,Random,10,32.92457032203674,2205.0,0.250709
92,A-n80-k10.vrp,25,10,Random,10,31.05213761329651,2184.0,0.238798
93,A-n80-k10.vrp,25,10,Random,10,30.612961053848267,2239.0,0.269994
94,A-n80-k10.vrp,25,10,Random,10,30.91189217567444,2228.0,0.263755
95,A-n80-k10.vrp,25,100,Random,100,65.09542155265808,2150.0,0.219512
96,A-n80-k10.vrp,25,100,Random,100,76.95741987228394,2089.0,0.184912
97,A-n80-k10.vrp,25,100,Random,100,56.64353704452515,2278.0,0.292116
98,A-n80-k10.vrp,25,100,Random,100,68.17390584945679,2142.0,0.214974
99,A-n80-k10.vrp,25,100,Random,100,68.06567645072937,2210.0,0.253545
100,A-n80-k10.vrp,25,500,Random,500,192.5915904045105,2228.0,0.263755
101,A-n80-k10.vrp,25,500,Random,500,192.34735298156738,2098.0,0.190017
102,A-n80-k10.vrp,25,500,Random,500,206.8340187072754,2106.0,0.194555
103,A-n80-k10.vrp,25,500,Random,500,211.93918561935425,2230.0,0.264889
104,A-n80-k10.vrp,25,500,Random,500,199.2999882698059,2176.0,0.23426
105,A-n80-k10.vrp,40,10,Random,10,38.86703062057495,2129.0,0.207601
106,A-n80-k10.vrp,40,10,Random,10,35.581318378448486,2236.0,0.268293
107,A-n80-k10.vrp,40,10,Random,10,38.83325004577637,2156.0,0.222915
108,A-n80-k10.vrp,40,10,Random,10,43.42233943939209,2107.0,0.195122
109,A-n80-k10.vrp,40,10,Random,10,30.229496955871582,2248.0,0.275099
110,A-n80-k10.vrp,40,100,Random,100,61.03324794769287,2277.0,0.291548
111,A-n80-k10.vrp,40,100,Random,100,58.936261892318726,2356.0,0.336358
112,A-n80-k10.vrp,40,100,Random,100,68.55503869056702,2180.0,0.236529
113,A-n80-k10.vrp,40,100,Random,100,59.6945276260376,2207.0,0.251843
114,A-n80-k10.vrp,40,100,Random,100,71.11667037010193,2152.0,0.220647
115,A-n80-k10.vrp,40,500,Random,500,201.22345876693726,2196.0,0.245604
116,A-n80-k10.vrp,40,500,Random,500,203.75211834907532,2318.0,0.314804
117,A-n80-k10.vrp,40,500,Random,312,300.11780619621277,2058.0,0.167328
118,A-n80-k10.vrp,40,500,Random,476,300.381986618042,2133.0,0.20987
119,A-n80-k10.vrp,40,500,Random,500,270.91912388801575,2201.0,0.24844
120,B-n31-k5.vrp,5,10,Savings,10,0.5183801651000977,678.0,0.008929
121,B-n31-k5.vrp,5,10,Savings,10,0.6175386905670166,678.0,0.008929
122,B-n31-k5.vrp,5,10,Savings,10,0.6010022163391113,678.0,0.008929
123,B-n31-k5.vrp,5,10,Savings,10,0.6131381988525391,678.0,0.008929
124,B-n31-k5.vrp,5,10,Savings,10,0.6291568279266357,678.0,0.008929
125,B-n31-k5.vrp,5,100,Savings,100,3.5021891593933105,678.0,0.008929
126,B-n31-k5.vrp,5,100,Savings,100,3.4799578189849854,678.0,0.008929
127,B-n31-k5.vrp,5,100,Savings,100,3.4781620502471924,678.0,0.008929
128,B-n31-k5.vrp,5,100,Savings,100,3.4578325748443604,678.0,0.008929
129,B-n31-k5.vrp,5,100,Savings,100,4.043485403060913,678.0,0.008929
130,B-n31-k5.vrp,5,500,Savings,500,17.148718118667603,678.0,0.008929
131,B-n31-k5.vrp,5,500,Savings,500,17.70220375061035,678.0,0.008929
132,B-n31-k5.vrp,5,500,Savings,500,17.757844924926758,678.0,0.008929
133,B-n31-k5.vrp,5,500,Savings,500,17.446749687194824,678.0,0.008929
134,B-n31-k5.vrp,5,500,Savings,500,17.235938787460327,678.0,0.008929
135,B-n31-k5.vrp,10,10,Savings,10,0.5976300239562988,678.0,0.008929
136,B-n31-k5.vrp,10,10,Savings,10,0.514873743057251,678.0,0.008929
137,B-n31-k5.vrp,10,10,Savings,10,0.7168693542480469,678.0,0.008929
138,B-n31-k5.vrp,10,10,Savings,10,0.5491018295288086,678.0,0.008929
139,B-n31-k5.vrp,10,10,Savings,10,0.5501391887664795,678.0,0.008929
140,B-n31-k5.vrp,10,100,Savings,100,3.907620668411255,678.0,0.008929
141,B-n31-k5.vrp,10,100,Savings,100,3.4756948947906494,678.0,0.008929
142,B-n31-k5.vrp,10,100,Savings,100,3.5665650367736816,678.0,0.008929
143,B-n31-k5.vrp,10,100,Savings,100,3.7638962268829346,678.0,0.008929
144,B-n31-k5.vrp,10,100,Savings,100,3.7469518184661865,678.0,0.008929
145,B-n31-k5.vrp,10,500,Savings,500,17.528427839279175,678.0,0.008929
146,B-n31-k5.vrp,10,500,Savings,500,17.5246844291687,678.0,0.008929
147,B-n31-k5.vrp,10,500,Savings,500,17.769495964050293,678.0,0.008929
148,B-n31-k5.vrp,10,500,Savings,500,17.31108856201172,678.0,0.008929
149,B-n31-k5.vrp,10,500,Savings,500,17.596088409423828,678.0,0.008929
150,B-n31-k5.vrp,25,10,Savings,10,0.5812203884124756,678.0,0.008929
151,B-n31-k5.vrp,25,10,Savings,10,0.5509054660797119,678.0,0.008929
152,B-n31-k5.vrp,25,10,Savings,10,0.6047630310058594,678.0,0.008929
153,B-n31-k5.vrp,25,10,Savings,10,0.5791935920715332,678.0,0.008929
154,B-n31-k5.vrp,25,10,Savings,10,0.5665323734283447,678.0,0.008929
155,B-n31-k5.vrp,25,100,Savings,100,3.7725229263305664,678.0,0.008929
156,B-n31-k5.vrp,25,100,Savings,100,3.9452338218688965,678.0,0.008929
157,B-n31-k5.vrp,25,100,Savings,100,3.6160435676574707,678.0,0.008929
158,B-n31-k5.vrp,25,100,Savings,100,3.627596139907837,678.0,0.008929
159,B-n31-k5.vrp,25,100,Savings,100,3.5482583045959473,678.0,0.008929
160,B-n31-k5.vrp,25,500,Savings,500,17.260104656219482,678.0,0.008929
161,B-n31-k5.vrp,25,500,Savings,500,18.301819801330566,678.0,0.008929
162,B-n31-k5.vrp,25,500,Savings,500,17.66135549545288,678.0,0.008929
163,B-n31-k5.vrp,25,500,Savings,500,18.24140238761902,678.0,0.008929
164,B-n31-k5.vrp,25,500,Savings,500,16.85634422302246,678.0,0.008929
165,B-n31-k5.vrp,15,10,Savings,10,0.5831289291381836,678.0,0.008929
166,B-n31-k5.vrp,15,10,Savings,10,0.5558092594146729,678.0,0.008929
167,B-n31-k5.vrp,15,10,Savings,10,0.5672171115875244,678.0,0.008929
168,B-n31-k5.vrp,15,10,Savings,10,0.5773444175720215,678.0,0.008929
169,B-n31-k5.vrp,15,10,Savings,10,0.9422156810760498,678.0,0.008929
170,B-n31-k5.vrp,15,100,Savings,100,3.580146074295044,678.0,0.008929
171,B-n31-k5.vrp,15,100,Savings,100,3.713064193725586,678.0,0.008929
172,B-n31-k5.vrp,15,100,Savings,100,3.657855987548828,678.0,0.008929
173,B-n31-k5.vrp,15,100,Savings,100,3.6288037300109863,678.0,0.008929
174,B-n31-k5.vrp,15,100,Savings,100,3.796286106109619,678.0,0.008929
175,B-n31-k5.vrp,15,500,Savings,500,17.36651039123535,678.0,0.008929
176,B-n31-k5.vrp,15,500,Savings,500,18.32691717147827,678.0,0.008929
177,B-n31-k5.vrp,15,500,Savings,500,18.02955174446106,678.0,0.008929
178,B-n31-k5.vrp,15,500,Savings,500,17.680197954177856,678.0,0.008929
179,B-n31-k5.vrp,15,500,Savings,500,17.464141130447388,678.0,0.008929
180,B-n31-k5.vrp,5,10,Random,10,1.1306209564208984,732.0,0.089286
181,B-n31-k5.vrp,5,10,Random,10,1.2909376621246338,728.0,0.083333
182,B-n31-k5.vrp,5,10,Random,10,1.321561574935913,729.0,0.084821
183,B-n31-k5.vrp,5,10,Random,10,1.2345473766326904,731.0,0.087798
184,B-n31-k5.vrp,5,10,Random,10,1.8930549621582031,687.0,0.022321
185,B-n31-k5.vrp,5,100,Random,100,4.627037286758423,720.0,0.071429
186,B-n31-k5.vrp,5,100,Random,100,4.12334418296814,729.0,0.084821
187,B-n31-k5.vrp,5,100,Random,100,5.491870164871216,692.0,0.029762
188,B-n31-k5.vrp,5,100,Random,100,4.283506393432617,733.0,0.090774
189,B-n31-k5.vrp,5,100,Random,100,4.758818864822388,723.0,0.075893
190,B-n31-k5.vrp,5,500,Random,500,19.122679471969604,727.0,0.081845
191,B-n31-k5.vrp,5,500,Random,500,18.96650743484497,730.0,0.08631
192,B-n31-k5.vrp,5,500,Random,500,18.923683643341064,721.0,0.072917
193,B-n31-k5.vrp,5,500,Random,500,22.380505561828613,710.0,0.056548
194,B-n31-k5.vrp,5,500,Random,500,22.30400013923645,727.0,0.081845
195,B-n31-k5.vrp,10,10,Random,10,1.2708520889282227,734.0,0.092262
196,B-n31-k5.vrp,10,10,Random,10,1.2160134315490723,717.0,0.066964
197,B-n31-k5.vrp,10,10,Random,10,1.2630109786987305,679.0,0.010417
198,B-n31-k5.vrp,10,10,Random,10,1.220552921295166,721.0,0.072917
199,B-n31-k5.vrp,10,10,Random,10,1.467212438583374,725.0,0.078869
200,B-n31-k5.vrp,10,100,Random,100,5.7423694133758545,724.0,0.077381
201,B-n31-k5.vrp,10,100,Random,100,5.658594369888306,726.0,0.080357
202,B-n31-k5.vrp,10,100,Random,100,7.590735912322998,743.0,0.105655
203,B-n31-k5.vrp,10,100,Random,100,5.94623064994812,725.0,0.078869
204,B-n31-k5.vrp,10,100,Random,100,4.6317925453186035,688.0,0.02381
205,B-n31-k5.vrp,10,500,Random,500,19.979161739349365,688.0,0.02381
206,B-n31-k5.vrp,10,500,Random,500,20.35192346572876,720.0,0.071429
207,B-n31-k5.vrp,10,500,Random,500,19.523869276046753,713.0,0.061012
208,B-n31-k5.vrp,10,500,Random,500,19.487020015716553,686.0,0.020833
209,B-n31-k5.vrp,10,500,Random,500,19.936893701553345,686.0,0.020833
210,B-n31-k5.vrp,25,10,Random,10,1.3266234397888184,708.0,0.053571
211,B-n31-k5.vrp,25,10,Random,10,1.1118767261505127,695.0,0.034226
212,B-n31-k5.vrp,25,10,Random,10,1.2316687107086182,747.0,0.111607
213,B-n31-k5.vrp,25,10,Random,10,1.727834701538086,717.0,0.066964
214,B-n31-k5.vrp,25,10,Random,10,1.2710020542144775,731.0,0.087798
215,B-n31-k5.vrp,25,100,Random,100,5.100177049636841,687.0,0.022321
216,B-n31-k5.vrp,25,100,Random,100,5.020214319229126,700.0,0.041667
217,B-n31-k5.vrp,25,100,Random,100,6.672549247741699,694.0,0.032738
218,B-n31-k5.vrp,25,100,Random,100,3.8708317279815674,726.0,0.080357
219,B-n31-k5.vrp,25,100,Random,100,5.970093488693237,702.0,0.044643
220,B-n31-k5.vrp,25,500,Random,500,17.909696102142334,729.0,0.084821
221,B-n31-k5.vrp,25,500,Random,500,19.05899167060852,685.0,0.019345
222,B-n31-k5.vrp,25,500,Random,500,18.284438371658325,695.0,0.034226
223,B-n31-k5.vrp,25,500,Random,500,20.24223828315735,702.0,0.044643
224,B-n31-k5.vrp,25,500,Random,500,19.98197913169861,697.0,0.037202
225,B-n31-k5.vrp,15,10,Random,10,1.4471430778503418,718.0,0.068452
226,B-n31-k5.vrp,15,10,Random,10,1.0235998630523682,737.0,0.096726
227,B-n31-k5.vrp,15,10,Random,10,1.2189483642578125,708.0,0.053571
228,B-n31-k5.vrp,15,10,Random,10,1.1051008701324463,730.0,0.08631
229,B-n31-k5.vrp,15,10,Random,10,1.3593928813934326,698.0,0.03869
230,B-n31-k5.vrp,15,100,Random,100,4.21579122543335,716.0,0.065476
231,B-n31-k5.vrp,15,100,Random,100,5.7896363735198975,688.0,0.02381
232,B-n31-k5.vrp,15,100,Random,100,4.899718999862671,719.0,0.06994
233,B-n31-k5.vrp,15,100,Random,100,5.604853391647339,691.0,0.028274
234,B-n31-k5.vrp,15,100,Random,100,4.76009464263916,692.0,0.029762
235,B-n31-k5.vrp,15,500,Random,500,19.674070835113525,691.0,0.028274
236,B-n31-k5.vrp,15,500,Random,500,18.733548641204834,691.0,0.028274
237,B-n31-k5.vrp,15,500,Random,500,18.11930799484253,727.0,0.081845
238,B-n31-k5.vrp,15,500,Random,500,19.625252962112427,723.0,0.075893
239,B-n31-k5.vrp,15,500,Random,500,19.465587377548218,679.0,0.010417
240,B-n43-k6.vrp,5,10,Savings,10,1.77705979347229,772.0,0.040431
241,B-n43-k6.vrp,5,10,Savings,10,1.767775297164917,772.0,0.040431
242,B-n43-k6.vrp,5,10,Savings,10,1.5747487545013428,772.0,0.040431
243,B-n43-k6.vrp,5,10,Savings,10,1.6267521381378174,775.0,0.044474
244,B-n43-k6.vrp,5,10,Savings,10,1.7708425521850586,774.0,0.043127
245,B-n43-k6.vrp,5,100,Savings,100,9.392656803131104,772.0,0.040431
246,B-n43-k6.vrp,5,100,Savings,100,8.964475631713867,772.0,0.040431
247,B-n43-k6.vrp,5,100,Savings,100,9.68357515335083,772.0,0.040431
248,B-n43-k6.vrp,5,100,Savings,100,9.126973152160645,772.0,0.040431
249,B-n43-k6.vrp,5,100,Savings,100,16.21598720550537,772.0,0.040431
250,B-n43-k6.vrp,5,500,Savings,500,41.89257502555847,774.0,0.043127
251,B-n43-k6.vrp,5,500,Savings,500,41.91205620765686,772.0,0.040431
252,B-n43-k6.vrp,5,500,Savings,500,41.61832571029663,774.0,0.043127
253,B-n43-k6.vrp,5,500,Savings,500,42.090903759002686,774.0,0.043127
254,B-n43-k6.vrp,5,500,Savings,500,42.960097551345825,774.0,0.043127
255,B-n43-k6.vrp,10,10,Savings,10,1.6781809329986572,772.0,0.040431
256,B-n43-k6.vrp,10,10,Savings,10,1.6056642532348633,774.0,0.043127
257,B-n43-k6.vrp,10,10,Savings,10,1.640507698059082,774.0,0.043127
258,B-n43-k6.vrp,10,10,Savings,10,2.4104769229888916,774.0,0.043127
259,B-n43-k6.vrp,10,10,Savings,10,2.0225400924682617,774.0,0.043127
260,B-n43-k6.vrp,10,100,Savings,100,8.743430852890015,774.0,0.043127
261,B-n43-k6.vrp,10,100,Savings,100,8.344379663467407,772.0,0.040431
262,B-n43-k6.vrp,10,100,Savings,100,8.992007732391357,772.0,0.040431
263,B-n43-k6.vrp,10,100,Savings,100,8.7463059425354,772.0,0.040431
264,B-n43-k6.vrp,10,100,Savings,100,8.967814922332764,772.0,0.040431
265,B-n43-k6.vrp,10,500,Savings,500,41.907203674316406,772.0,0.040431
266,B-n43-k6.vrp,10,500,Savings,500,41.49303984642029,772.0,0.040431
267,B-n43-k6.vrp,10,500,Savings,500,41.28091335296631,772.0,0.040431
268,B-n43-k6.vrp,10,500,Savings,500,38.864383697509766,772.0,0.040431
269,B-n43-k6.vrp,10,500,Savings,500,44.69755458831787,772.0,0.040431
270,B-n43-k6.vrp,25,10,Savings,10,3.7424490451812744,774.0,0.043127
271,B-n43-k6.vrp,25,10,Savings,10,1.9772286415100098,774.0,0.043127
272,B-n43-k6.vrp,25,10,Savings,10,2.0937905311584473,772.0,0.040431
273,B-n43-k6.vrp,25,10,Savings,10,2.5502750873565674,774.0,0.043127
274,B-n43-k6.vrp,25,10,Savings,10,2.7183096408843994,774.0,0.043127
275,B-n43-k6.vrp,25,100,Savings,100,12.002087831497192,774.0,0.043127
276,B-n43-k6.vrp,25,100,Savings,100,10.852880716323853,772.0,0.040431
277,B-n43-k6.vrp,25,100,Savings,100,11.624069213867188,774.0,0.043127
278,B-n43-k6.vrp,25,100,Savings,100,10.816303968429565,774.0,0.043127
279,B-n43-k6.vrp,25,100,Savings,100,10.256772518157959,772.0,0.040431
280,B-n43-k6.vrp,25,500,Savings,500,42.27146553993225,772.0,0.040431
281,B-n43-k6.vrp,25,500,Savings,500,42.1920690536499,774.0,0.043127
282,B-n43-k6.vrp,25,500,Savings,500,39.97398662567139,772.0,0.040431
283,B-n43-k6.vrp,25,500,Savings,500,40.17968416213989,772.0,0.040431
284,B-n43-k6.vrp,25,500,Savings,500,40.96994090080261,772.0,0.040431
285,B-n43-k6.vrp,21,10,Savings,10,1.630678653717041,772.0,0.040431
286,B-n43-k6.vrp,21,10,Savings,10,2.23518443107605,772.0,0.040431
287,B-n43-k6.vrp,21,10,Savings,10,1.6820499897003174,774.0,0.043127
288,B-n43-k6.vrp,21,10,Savings,10,2.130917549133301,772.0,0.040431
289,B-n43-k6.vrp,21,10,Savings,10,1.9015378952026367,774.0,0.043127
290,B-n43-k6.vrp,21,100,Savings,100,9.169513463973999,772.0,0.040431
291,B-n43-k6.vrp,21,100,Savings,100,8.763247966766357,772.0,0.040431
292,B-n43-k6.vrp,21,100,Savings,100,8.524035930633545,772.0,0.040431
293,B-n43-k6.vrp,21,100,Savings,100,8.591432809829712,774.0,0.043127
294,B-n43-k6.vrp,21,100,Savings,100,8.678092002868652,772.0,0.040431
295,B-n43-k6.vrp,21,500,Savings,500,39.5176043510437,772.0,0.040431
296,B-n43-k6.vrp,21,500,Savings,500,39.26913380622864,774.0,0.043127
297,B-n43-k6.vrp,21,500,Savings,500,41.13511919975281,774.0,0.043127
298,B-n43-k6.vrp,21,500,Savings,500,41.015809535980225,772.0,0.040431
299,B-n43-k6.vrp,21,500,Savings,500,39.630934953689575,772.0,0.040431
300,B-n43-k6.vrp,5,10,Random,10,3.8677103519439697,801.0,0.079515
301,B-n43-k6.vrp,5,10,Random,10,4.182654857635498,834.0,0.123989
302,B-n43-k6.vrp,5,10,Random,10,5.432528734207153,834.0,0.123989
303,B-n43-k6.vrp,5,10,Random,10,3.8805131912231445,860.0,0.15903
304,B-n43-k6.vrp,5,10,Random,10,3.9811317920684814,848.0,0.142857
305,B-n43-k6.vrp,5,100,Random,100,11.64368748664856,833.0,0.122642
306,B-n43-k6.vrp,5,100,Random,100,11.591946125030518,783.0,0.055256
307,B-n43-k6.vrp,5,100,Random,100,13.076099634170532,874.0,0.177898
308,B-n43-k6.vrp,5,100,Random,100,11.453892469406128,824.0,0.110512
309,B-n43-k6.vrp,5,100,Random,100,11.332115173339844,855.0,0.152291
310,B-n43-k6.vrp,5,500,Random,500,48.01971101760864,814.0,0.097035
311,B-n43-k6.vrp,5,500,Random,500,65.20314240455627,876.0,0.180593
312,B-n43-k6.vrp,5,500,Random,500,49.845956802368164,816.0,0.09973
313,B-n43-k6.vrp,5,500,Random,500,42.8933162689209,882.0,0.188679
314,B-n43-k6.vrp,5,500,Random,500,42.35879468917847,882.0,0.188679
315,B-n43-k6.vrp,10,10,Random,10,3.386399030685425,828.0,0.115903
316,B-n43-k6.vrp,10,10,Random,10,3.614210605621338,852.0,0.148248
317,B-n43-k6.vrp,10,10,Random,10,4.090582370758057,836.0,0.126685
318,B-n43-k6.vrp,10,10,Random,10,3.1719086170196533,869.0,0.171159
319,B-n43-k6.vrp,10,10,Random,10,3.5967459678649902,882.0,0.188679
320,B-n43-k6.vrp,10,100,Random,100,9.449873685836792,850.0,0.145553
321,B-n43-k6.vrp,10,100,Random,100,12.760482788085938,889.0,0.198113
322,B-n43-k6.vrp,10,100,Random,100,15.083654165267944,882.0,0.188679
323,B-n43-k6.vrp,10,100,Random,100,14.014157056808472,788.0,0.061995
324,B-n43-k6.vrp,10,100,Random,100,12.881967067718506,807.0,0.087601
325,B-n43-k6.vrp,10,500,Random,500,52.05215883255005,818.0,0.102426
326,B-n43-k6.vrp,10,500,Random,500,52.84834384918213,795.0,0.071429
327,B-n43-k6.vrp,10,500,Random,500,47.45394563674927,830.0,0.118598
328,B-n43-k6.vrp,10,500,Random,500,50.28894805908203,839.0,0.130728
329,B-n43-k6.vrp,10,500,Random,500,49.57181406021118,856.0,0.153639
330,B-n43-k6.vrp,25,10,Random,10,5.002934217453003,845.0,0.138814
331,B-n43-k6.vrp,25,10,Random,10,4.26884651184082,845.0,0.138814
332,B-n43-k6.vrp,25,10,Random,10,5.400552988052368,884.0,0.191375
333,B-n43-k6.vrp,25,10,Random,10,4.83202600479126,809.0,0.090296
334,B-n43-k6.vrp,25,10,Random,10,5.027745485305786,777.0,0.04717
335,B-n43-k6.vrp,25,100,Random,100,12.56519627571106,782.0,0.053908
336,B-n43-k6.vrp,25,100,Random,100,14.653956890106201,865.0,0.165768
337,B-n43-k6.vrp,25,100,Random,100,16.59116291999817,809.0,0.090296
